32	3	628.75	274.58	49.00	47.00	1	-1	-1	-1
33	3	625.11	276.62	49.00	47.00	1	-1	-1	-1
34	3	623.22	278.70	49.00	47.00	1	-1	-1	-1
35	3	622.65	280.77	49.00	47.00	1	-1	-1	-1
36	3	619.72	282.82	49.00	47.00	1	-1	-1	-1
37	3	616.66	283.47	49.00	47.00	1	-1	-1	-1
38	3	613.58	284.32	49.00	47.00	1	-1	-1	-1
39	3	609.82	286.59	49.00	47.00	1	-1	-1	-1
40	3	606.51	286.70	49.00	47.00	1	-1	-1	-1
41	3	602.69	288.01	49.00	47.00	1	-1	-1	-1
42	3	599.36	289.12	49.00	47.00	1	-1	-1	-1
43	3	596.22	289.48	49.00	47.00	1	-1	-1	-1
44	3	593.82	290.23	49.00	47.00	1	-1	-1	-1
45	3	590.74	290.46	49.60	47.66	1	-1	-1	-1
46	3	587.72	291.17	49.77	47.91	1	-1	-1	-1
47	3	584.37	292.06	49.20	47.34	1	-1	-1	-1
48	3	581.22	293.68	48.98	47.12	1	-1	-1	-1
49	3	576.53	293.58	49.51	47.70	1	-1	-1	-1
50	3	572.55	294.83	49.07	47.26	1	-1	-1	-1
51	3	570.51	295.27	48.91	47.09	1	-1	-1	-1
52	3	567.20	296.72	48.86	47.03	1	-1	-1	-1
53	3	564.09	297.89	48.85	47.00	1	-1	-1	-1
54	3	561.70	298.30	48.86	46.99	1	-1	-1	-1
55	3	559.60	297.75	48.87	46.99	1	-1	-1	-1
56	3	557.59	296.85	48.88	46.99	1	-1	-1	-1
57	3	555.62	297.14	48.89	46.99	1	-1	-1	-1
58	3	554.98	297.89	48.90	46.99	1	-1	-1	-1
59	3	553.52	298.82	48.91	46.99	1	-1	-1	-1
60	3	551.73	299.80	48.92	46.99	1	-1	-1	-1
61	3	549.83	300.15	48.93	46.99	1	-1	-1	-1
62	3	547.57	300.77	48.92	46.99	1	-1	-1	-1
89	3	490.01	318.00	48.95	47.00	1	-1	-1	-1
90	3	487.28	318.89	48.96	47.00	1	-1	-1	-1
91	3	486.38	320.52	48.97	47.00	1	-1	-1	-1
92	3	484.13	322.44	48.97	47.00	1	-1	-1	-1
93	3	482.08	323.38	48.97	47.00	1	-1	-1	-1
110	3	472.77	336.03	48.98	47.00	1	-1	-1	-1
111	3	473.41	339.02	48.98	47.00	1	-1	-1	-1
112	3	472.28	341.33	48.99	47.00	1	-1	-1	-1
113	3	471.22	342.82	48.99	47.00	1	-1	-1	-1
114	3	470.18	344.66	48.99	47.00	1	-1	-1	-1
115	3	469.82	345.97	48.99	47.00	1	-1	-1	-1
116	3	469.05	349.73	48.99	47.00	1	-1	-1	-1
117	3	468.12	353.08	48.99	47.00	1	-1	-1	-1
118	3	467.14	356.93	48.99	47.00	1	-1	-1	-1
119	3	466.13	359.64	49.00	47.00	1	-1	-1	-1
120	3	465.12	363.23	49.00	47.00	1	-1	-1	-1
121	3	463.45	366.48	49.00	47.00	1	-1	-1	-1
122	3	462.85	368.95	49.00	47.00	1	-1	-1	-1
123	3	462.65	372.43	49.00	47.00	1	-1	-1	-1
124	3	461.95	374.31	49.00	47.00	1	-1	-1	-1
125	3	461.06	377.57	49.00	47.00	1	-1	-1	-1
126	3	460.09	380.03	49.00	47.00	1	-1	-1	-1
127	3	459.75	383.51	49.00	47.00	1	-1	-1	-1
128	3	459.00	386.70	49.00	47.00	1	-1	-1	-1
129	3	456.76	389.13	49.00	47.00	1	-1	-1	-1
130	3	455.28	391.93	49.00	47.00	1	-1	-1	-1
131	3	454.76	395.52	49.00	47.00	1	-1	-1	-1
132	3	454.60	400.08	49.00	47.00	1	-1	-1	-1
133	3	453.92	403.68	49.00	47.00	1	-1	-1	-1
134	3	453.69	407.57	49.00	47.00	1	-1	-1	-1
