0,1,1556.5,821.5,40,40,1,-1,-1,-1
0,2,886.0,1091.0,40,40,1,-1,-1,-1
0,3,1503.0,1082.0,40,40,1,-1,-1,-1
0,4,1241.0,1087.5,40,40,1,-1,-1,-1
0,5,824.5,663.5,40,40,1,-1,-1,-1
0,6,1224.5,850.5,40,40,1,-1,-1,-1
1,1,1556.5,820.63,40,40,1,-1,-1,-1
1,2,884.26,1091.0,40,40,1,-1,-1,-1
1,3,1503.0,1082.0,40,40,1,-1,-1,-1
1,4,1243.6,1084.03,40,40,1,-1,-1,-1
1,5,826.2399999999999,663.9350000000001,40,40,1,-1,-1,-1
1,6,1225.37,850.5,40,40,1,-1,-1,-1
2,1,1556.5,820.48,40,40,1,-1,-1,-1
2,2,881.595,1090.2050000000002,40,40,1,-1,-1,-1
2,3,1503.0,1082.0,40,40,1,-1,-1,-1
2,4,1244.83,1081.88,40,40,1,-1,-1,-1
2,5,827.3199999999999,662.835,40,40,1,-1,-1,-1
2,6,1226.3,850.5,40,40,1,-1,-1,-1
3,1,1557.26,820.45,40,40,1,-1,-1,-1
3,2,880.06,1089.97,40,40,1,-1,-1,-1
3,3,1503.0,1082.0,40,40,1,-1,-1,-1
3,4,1247.46,1078.21,40,40,1,-1,-1,-1
3,5,829.145,661.72,40,40,1,-1,-1,-1
3,6,1228.105,850.5,40,40,1,-1,-1,-1
4,1,1557.53,820.32,40,40,1,-1,-1,-1
4,2,878.165,1089.905,40,40,1,-1,-1,-1
4,3,1503.0,1082.0,40,40,1,-1,-1,-1
4,4,1250.46,1074.9,40,40,1,-1,-1,-1
4,5,830.4200000000001,660.655,40,40,1,-1,-1,-1
4,6,1229.385,850.5,40,40,1,-1,-1,-1
5,2,876.1700000000001,1089.905,40,40,1,-1,-1,-1
5,3,1503.0,1082.0,40,40,1,-1,-1,-1
5,4,1252.82,1072.48,40,40,1,-1,-1,-1
5,5,831.52,658.905,40,40,1,-1,-1,-1
5,6,1231.195,850.5,40,40,1,-1,-1,-1
6,2,875.56,1089.215,40,40,1,-1,-1,-1
6,3,1503.0,1082.0,40,40,1,-1,-1,-1
